config_key,config_label,model_name,ranking_mode,target_mode,user_id,true_position,target_label,top_candidate_label,target_candidate_rank,positive_candidate_rank,top_candidate_rank,top_score,target_score,prompt_token_count,IG:instruction,IG:history,IG:candidates,IG:question,IG:continuation,IG:other,ROLL:instruction,ROLL:history,ROLL:candidates,ROLL:question,ROLL:continuation,ROLL:other,ALTI:instruction,ALTI:history,ALTI:candidates,ALTI:question,ALTI:continuation,ALTI:other,CAM:instruction,CAM:history,CAM:candidates,CAM:question,CAM:continuation,CAM:other
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,4500,2,F,F,1,6,1,0.25,0.25,299,4.689826742720863,37.26746275391497,43.364440866633515,14.67826963673065,0.0,0.0,0.12074756687278378,99.6478507998464,0.21607193442983944,0.015329698850985804,0.0,0.0,4.591992216299395,3.428160713765059,91.34003384440601,0.639813225529541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,4660,7,G,D,6,6,1,0.375,-2.125,293,4.761754425330775,49.43273858957881,31.253374198407457,14.55213278668296,0.0,0.0,0.11244871461617283,99.66656702133162,0.20603969988810733,0.01494456416410983,0.0,0.0,4.115072501028042,3.424732663794841,91.9037297988202,0.5564650363569146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,4660,7,D,D,1,6,1,0.375,0.375,293,5.852733192124143,35.65820122585469,44.33420639295893,14.154859189062238,0.0,0.0,0.11244871461617283,99.66656702133162,0.20603969988810733,0.01494456416410983,0.0,0.0,4.115072501028042,3.424732663794841,91.9037297988202,0.5564650363569146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,4722,7,G,G,1,1,1,1.375,1.375,331,4.109382239164781,34.22385450511371,43.982791178413564,17.68397207730794,0.0,0.0,0.10115513224353267,99.6874498360025,0.19639142347457808,0.01500360827939485,0.0,0.0,4.347148219483305,2.809359152195723,92.24320042392267,0.6002922043982944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,4722,7,G,G,1,1,1,1.375,1.375,331,4.109382239164781,34.22385450511371,43.982791178413564,17.68397207730794,0.0,0.0,0.10115513224353267,99.6874498360025,0.19639142347457808,0.01500360827939485,0.0,0.0,4.347148219483305,2.809359152195723,92.24320042392267,0.6002922043982944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,4888,1,A,E,3,3,1,1.3749998807907104,-1.9999998807907104,322,4.544556822069551,37.650933828286576,24.990691158267587,32.813818191376285,0.0,0.0,0.10929901654451218,99.67101413647347,0.20469999493179505,0.014986852050208221,0.0,0.0,4.832580959015206,5.131988967075133,89.58144255440634,0.4539875195033297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,4888,1,E,E,1,3,1,1.3749998807907104,1.3749998807907104,322,4.818190385435398,43.88443976957145,35.87306486404623,15.424304980946928,0.0,0.0,0.10929901654451218,99.67101413647347,0.20469999493179505,0.014986852050208221,0.0,0.0,4.832580959015206,5.131988967075133,89.58144255440634,0.4539875195033297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,5531,6,F,J,4,4,1,0.5000001192092896,-1.0000001192092896,317,4.537814474129543,30.70817104753727,34.10575479407106,30.64825968426213,0.0,0.0,0.11690819869895934,99.65638307400975,0.21199826612220463,0.014710461169080197,0.0,0.0,3.5365645321838244,1.817183953256557,93.94881975073397,0.6974317638256416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,5531,6,J,J,1,4,1,0.5000001192092896,0.5000001192092896,317,2.9904168786735417,42.69366785638994,35.46400046012864,18.85191480480788,0.0,0.0,0.11690819869895934,99.65638307400975,0.21199826612220463,0.014710461169080197,0.0,0.0,3.5365645321838244,1.817183953256557,93.94881975073397,0.6974317638256416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,5536,8,H,F,6,6,1,1.125,-3.125,286,5.419880543199569,33.077886444333366,40.70188762584247,20.800345386624596,0.0,0.0,0.13069129699539153,99.61915515815734,0.23426546059023035,0.01588808425704141,0.0,0.0,5.745057693368217,5.5448563461033915,87.98266704195467,0.7274189185737242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,5536,8,F,F,1,6,1,1.125,1.125,286,4.766915112236281,46.81523301940943,32.36545596964555,16.052395898708742,0.0,0.0,0.13069129699539153,99.61915515815734,0.23426546059023035,0.01588808425704141,0.0,0.0,5.745057693368217,5.5448563461033915,87.98266704195467,0.7274189185737242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,5795,8,H,F,5,5,1,0.125,-2.25,299,5.870624327996458,34.72059036733927,39.62817724066569,19.780608063998578,0.0,0.0,0.12215208484074776,99.63550268186411,0.22673760442159419,0.015607628873546081,0.0,0.0,5.319834993390628,3.4448627122745616,90.70922838663743,0.5260739076973815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,5795,8,F,F,1,5,1,0.125,0.125,299,5.2459778519802835,35.24680085612816,34.96814668180765,24.539074610083905,0.0,0.0,0.12215208484074776,99.63550268186411,0.22673760442159419,0.015607628873546081,0.0,0.0,5.319834993390628,3.4448627122745616,90.70922838663743,0.5260739076973815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,5924,1,A,B,3,3,1,0.5,-0.625,299,7.624832789482132,47.922868390556886,20.395374182835635,24.056924637125352,0.0,0.0,0.10638991729254371,99.67500675306879,0.20143316257870544,0.017170167059971875,0.0,0.0,4.835185510447708,8.115054285212452,86.09960376409227,0.9501564402475656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,5924,1,B,B,1,3,1,0.5,0.5,299,4.51977072535,52.53491617199613,29.864628948269768,13.080684154384107,0.0,0.0,0.10638991729254371,99.67500675306879,0.20143316257870544,0.017170167059971875,0.0,0.0,4.835185510447708,8.115054285212452,86.09960376409227,0.9501564402475656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,5955,6,F,E,4,4,1,0.125,-0.375,329,3.2322926844147912,43.154853262514536,35.305881305144695,18.30697274792598,0.0,0.0,0.12292774766942771,99.63246856704944,0.22848514053773467,0.01611854474338728,0.0,0.0,6.883258907971173,9.460772140417902,82.9778919116231,0.6780770399878251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,5955,6,E,E,1,4,1,0.125,0.125,329,3.672733623454183,35.476801594730055,34.1285942247229,26.72187055709286,0.0,0.0,0.12292774766942771,99.63246856704944,0.22848514053773467,0.01611854474338728,0.0,0.0,6.883258907971173,9.460772140417902,82.9778919116231,0.6780770399878251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,5,6,F,F,1,1,1,0.3750000596046448,0.3750000596046448,420,4.267683160882173,36.860202970386645,51.028656952806664,7.843456915924521,0.0,0.0,0.048118674580134295,99.81953039566403,0.10718051993770875,0.025170409818133888,0.0,0.0,20.50447063469008,29.347784782745084,37.219985079548486,12.92775950301635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,5,6,F,F,1,1,1,0.3750000596046448,0.3750000596046448,420,4.267683160882173,36.860202970386645,51.028656952806664,7.843456915924521,0.0,0.0,0.048118674580134295,99.81953039566403,0.10718051993770875,0.025170409818133888,0.0,0.0,20.50447063469008,29.347784782745084,37.219985079548486,12.92775950301635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,609,8,H,H,1,1,1,1.75,1.75,452,2.931734939634766,45.6860298350318,44.31869487580413,7.0635403495293,0.0,0.0,0.03994141653440532,99.84234176756704,0.09328706142691282,0.02442975447165314,0.0,0.0,19.555203942304715,28.18055631676647,37.49622902731542,14.768010713613391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,609,8,H,H,1,1,1,1.75,1.75,452,2.931734939634766,45.6860298350318,44.31869487580413,7.0635403495293,0.0,0.0,0.03994141653440532,99.84234176756704,0.09328706142691282,0.02442975447165314,0.0,0.0,19.555203942304715,28.18055631676647,37.49622902731542,14.768010713613391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,1046,1,A,H,8,8,1,3.5,-5.75,442,3.37070210739012,39.53866583937732,41.56610192238384,15.524530130848719,0.0,0.0,0.041473384002547166,99.84442544403777,0.08852661659582803,0.025574555363856093,0.0,0.0,20.7018137064402,31.184240681585507,39.81902973792329,8.294915874051009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,1046,1,H,H,1,8,1,3.5,3.5,442,2.4371948116723496,50.52631545035632,39.841250106809724,7.1952396311616065,0.0,0.0,0.041473384002547166,99.84442544403777,0.08852661659582803,0.025574555363856093,0.0,0.0,20.7018137064402,31.184240681585507,39.81902973792329,8.294915874051009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,1529,6,F,F,1,1,1,2.5,2.5,437,3.2814572141605334,39.89787741920359,44.56774684659107,12.252918520044807,0.0,0.0,0.04485596952172166,99.83800727921613,0.09210120781596792,0.025035543446185467,0.0,0.0,21.499953395090202,28.45526536549573,40.8396559866331,9.205125252780979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,1529,6,F,F,1,1,1,2.5,2.5,437,3.2814572141605334,39.89787741920359,44.56774684659107,12.252918520044807,0.0,0.0,0.04485596952172166,99.83800727921613,0.09210120781596792,0.025035543446185467,0.0,0.0,21.499953395090202,28.45526536549573,40.8396559866331,9.205125252780979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,2201,7,G,I,4,4,1,2.5,-2.75,413,2.1780211842305937,57.236574766724225,33.8394732619726,6.745930787072579,0.0,0.0,0.04532060001418093,99.81693846701582,0.11208388499300483,0.025657047977004098,0.0,0.0,17.604071832717857,24.83099354328979,48.41474767031631,9.150186953676041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,2201,7,I,I,1,4,1,2.5,2.5,413,2.5573616692719012,49.336242087124724,41.92735220766083,6.179044035942546,0.0,0.0,0.04532060001418093,99.81693846701582,0.11208388499300483,0.025657047977004098,0.0,0.0,17.604071832717857,24.83099354328979,48.41474767031631,9.150186953676041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,2436,5,E,E,1,1,1,0.0,0.0,398,4.007879044209012,42.13182688274109,44.65366675313528,9.206627319914615,0.0,0.0,0.04742700102473964,99.82333754961299,0.1043629399669599,0.024872509395308866,0.0,0.0,22.319818147126693,29.00394764398656,40.23561686623789,8.44061734264886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,2436,5,E,E,1,1,1,0.0,0.0,398,4.007879044209012,42.13182688274109,44.65366675313528,9.206627319914615,0.0,0.0,0.04742700102473964,99.82333754961299,0.1043629399669599,0.024872509395308866,0.0,0.0,22.319818147126693,29.00394764398656,40.23561686623789,8.44061734264886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,2486,6,F,F,1,1,1,0.125,0.125,419,3.6483112251882326,39.841289494149294,43.96928804662772,12.541111234034755,0.0,0.0,0.04518033851909476,99.8403118486302,0.08991221107412649,0.02459560177658674,0.0,0.0,26.773941632268123,23.506495470274334,35.97254291746742,13.747019979990124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,2486,6,F,F,1,1,1,0.125,0.125,419,3.6483112251882326,39.841289494149294,43.96928804662772,12.541111234034755,0.0,0.0,0.04518033851909476,99.8403118486302,0.08991221107412649,0.02459560177658674,0.0,0.0,26.773941632268123,23.506495470274334,35.97254291746742,13.747019979990124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,2557,1,A,D,5,5,1,1.5,-3.749999761581421,428,5.152405819173002,35.58840097699751,49.231568537254184,10.027624666575303,0.0,0.0,0.04432825131183341,99.84241770025346,0.08695687057593982,0.026297177858761085,0.0,0.0,21.739176375275775,33.6408100797663,31.324417640163578,13.29559590479435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,2557,1,D,D,1,5,1,1.5,1.5,428,2.7577482440578414,31.58661442102198,56.74471641006279,8.91092092485739,0.0,0.0,0.04432825131183341,99.84241770025346,0.08695687057593982,0.026297177858761085,0.0,0.0,21.739176375275775,33.6408100797663,31.324417640163578,13.29559590479435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,3172,6,F,E,3,3,1,0.75,-1.1249998807907104,417,3.130200446358523,43.84359406025539,44.60305594582076,8.423149547565325,0.0,0.0,0.047157550559419774,99.82455725721164,0.10370832625948971,0.02457686596946258,0.0,0.0,23.229344889554653,25.188813565000157,42.986750387055245,8.595091158389947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,3172,6,E,E,1,3,1,0.75,0.75,417,2.250321100766973,40.270018577274115,51.33713950283779,6.142520819121119,0.0,0.0,0.047157550559419774,99.82455725721164,0.10370832625948971,0.02457686596946258,0.0,0.0,23.229344889554653,25.188813565000157,42.986750387055245,8.595091158389947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,3676,6,F,F,1,1,1,0.125,0.125,422,5.839082019455555,44.432596546361594,38.204226233316376,11.524095200866482,0.0,0.0,0.0497821570817111,99.83127643868687,0.0933953760088926,0.025546028222514488,0.0,0.0,24.09236436810069,36.05391451782879,34.05256250438307,5.801158609687458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,3676,6,F,F,1,1,1,0.125,0.125,422,5.839082019455555,44.432596546361594,38.204226233316376,11.524095200866482,0.0,0.0,0.0497821570817111,99.83127643868687,0.0933953760088926,0.025546028222514488,0.0,0.0,24.09236436810069,36.05391451782879,34.05256250438307,5.801158609687458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,4080,6,F,F,1,1,1,0.125,0.125,389,4.6952752984156545,40.40950116893857,46.66519271986667,8.230030812779107,0.0,0.0,0.04641670169347811,99.82711134351577,0.10107357468836294,0.025398380102401297,0.0,0.0,19.368635106304723,34.94433219128636,38.33098415723243,7.356048545176493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,4080,6,F,F,1,1,1,0.125,0.125,389,4.6952752984156545,40.40950116893857,46.66519271986667,8.230030812779107,0.0,0.0,0.04641670169347811,99.82711134351577,0.10107357468836294,0.025398380102401297,0.0,0.0,19.368635106304723,34.94433219128636,38.33098415723243,7.356048545176493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,4500,2,B,J,3,3,1,0.25,-0.25,409,3.5989192377652914,44.17018140287035,42.29284341680978,9.938055942554577,0.0,0.0,0.04320910886545299,99.83662789700657,0.09455283205397322,0.025610162074019872,0.0,0.0,22.628352503204777,27.208054372639612,35.60753474492032,14.55605837923529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,4500,2,J,J,1,3,1,0.25,0.25,409,2.204540005982942,45.64718879952123,42.270149055388615,9.878122139107209,0.0,0.0,0.04320910886545299,99.83662789700657,0.09455283205397322,0.025610162074019872,0.0,0.0,22.628352503204777,27.208054372639612,35.60753474492032,14.55605837923529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,4660,7,G,D,4,4,1,0.125,-0.5,412,4.38198602252694,36.0541840456618,50.39958493235734,9.164244999453917,0.0,0.0,0.042471383649928335,99.8404767737638,0.09237719645791581,0.0246746461283614,0.0,0.0,21.78761696747848,30.427475694953344,34.85847128733635,12.926436050231821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,4660,7,D,D,1,4,1,0.125,0.125,412,3.962677075599155,43.71722036617991,44.96469322425281,7.355409333968123,0.0,0.0,0.042471383649928335,99.8404767737638,0.09237719645791581,0.0246746461283614,0.0,0.0,21.78761696747848,30.427475694953344,34.85847128733635,12.926436050231821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,4722,7,G,G,1,1,1,1.0,1.0,446,3.7979117817929406,34.82395546857853,53.753605771492275,7.624526978136251,0.0,0.0,0.050371865142270995,99.81029024628154,0.11306494342512735,0.026272945151065076,0.0,0.0,22.927033834569418,31.69110312911947,37.628484460376605,7.7533785759345095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,4722,7,G,G,1,1,1,1.0,1.0,446,3.7979117817929406,34.82395546857853,53.753605771492275,7.624526978136251,0.0,0.0,0.050371865142270995,99.81029024628154,0.11306494342512735,0.026272945151065076,0.0,0.0,22.927033834569418,31.69110312911947,37.628484460376605,7.7533785759345095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,4888,1,A,I,8,8,1,1.875,-6.125,425,5.485957813696286,48.51146047181987,36.49744591934791,9.505135795135937,0.0,0.0,0.04603605346265133,99.8264398483956,0.10189058966199858,0.025633508479753764,0.0,0.0,20.46259283823591,24.275404664169073,42.538369154104004,12.723633343491016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,4888,1,I,I,1,8,1,1.875,1.875,425,3.6222793730025113,43.10565181702966,41.01532444670891,12.256744363258921,0.0,0.0,0.04603605346265133,99.8264398483956,0.10189058966199858,0.025633508479753764,0.0,0.0,20.46259283823591,24.275404664169073,42.538369154104004,12.723633343491016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,5531,6,F,E,2,2,1,1.5,-1.5,413,4.3357384168725766,46.63920984956987,39.76961530246035,9.255436431097195,0.0,0.0,0.04649017400062049,99.82835331331398,0.09899722300769867,0.0261592896776982,0.0,0.0,24.083167702366186,30.381080332547818,37.97781950003747,7.55793246504853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,5531,6,E,E,1,2,1,1.5,1.5,413,4.3357384168725766,46.63920984956987,39.76961530246035,9.255436431097195,0.0,0.0,0.04649017400062049,99.82835331331398,0.09899722300769867,0.0261592896776982,0.0,0.0,24.083167702366186,30.381080332547818,37.97781950003747,7.55793246504853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,5536,8,H,H,1,1,1,0.75,0.75,394,2.566436773919892,27.922057579214744,60.83649421698386,8.675011429881504,0.0,0.0,0.04494076070894855,99.82810084524914,0.1015644801161236,0.025393913925792475,0.0,0.0,20.980998429397175,26.933090981719943,41.40313556734503,10.682775021537854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,5536,8,H,H,1,1,1,0.75,0.75,394,2.566436773919892,27.922057579214744,60.83649421698386,8.675011429881504,0.0,0.0,0.04494076070894855,99.82810084524914,0.1015644801161236,0.025393913925792475,0.0,0.0,20.980998429397175,26.933090981719943,41.40313556734503,10.682775021537854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,5795,8,H,H,1,1,1,0.875,0.875,403,2.649045255837168,36.97818691846512,52.30983357938942,8.062934246308293,0.0,0.0,0.04598309460184135,99.82379428912819,0.10534352455753612,0.02487909171243264,0.0,0.0,22.582994408618816,23.186693841659586,44.76738553928878,9.462926210432816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,5795,8,H,H,1,1,1,0.875,0.875,403,2.649045255837168,36.97818691846512,52.30983357938942,8.062934246308293,0.0,0.0,0.04598309460184135,99.82379428912819,0.10534352455753612,0.02487909171243264,0.0,0.0,22.582994408618816,23.186693841659586,44.76738553928878,9.462926210432816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,5924,1,A,I,7,7,1,0.5,-6.5,399,2.931836115071921,52.20493805911458,33.72250792587175,11.14071789994175,0.0,0.0,0.05247618694244052,99.79809979147103,0.12139622272701905,0.02802779885950801,0.0,0.0,20.479365933760125,33.07193400816412,37.856554849794875,8.59214520828088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,5924,1,I,I,1,7,1,0.5,0.5,399,3.4397169005869346,48.3830877665257,39.861318108153895,8.315877224733462,0.0,0.0,0.05247618694244052,99.79809979147103,0.12139622272701905,0.02802779885950801,0.0,0.0,20.479365933760125,33.07193400816412,37.856554849794875,8.59214520828088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,ground_truth,5955,6,F,H,7,7,1,0.25,-3.749999761581421,441,3.2124845695656643,54.32814654301029,32.09823907235785,10.36112981506619,0.0,0.0,0.04303463732644307,99.82860332446148,0.1028880594568027,0.025473978755267804,0.0,0.0,21.700304589376096,30.431386272954537,39.65150715816599,8.216801979503378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora,LoRA,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,text,model_choice,5955,6,H,H,1,7,1,0.25,0.25,441,3.0435221643555583,42.93275663364471,39.77213776408954,14.25158343791019,0.0,0.0,0.04303463732644307,99.82860332446148,0.1028880594568027,0.025473978755267804,0.0,0.0,21.700304589376096,30.431386272954537,39.65150715816599,8.216801979503378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora_sas,LoRA + SAS,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,candidates,ground_truth,5,6,F,D,2,2,1,0.125,-0.125,310,7.070619711808436,49.38028118219071,29.523232096994896,14.025867009005962,0.0,0.0,0.10353507774504694,99.67986615906942,0.19841644181791074,0.018182321367620054,0.0,0.0,7.361597458282995,7.317416296345737,84.31116867454747,1.0098175708237904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora_sas,LoRA + SAS,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,candidates,model_choice,5,6,D,D,1,2,1,0.125,0.125,310,7.070619711808436,49.38028118219071,29.523232096994896,14.025867009005962,0.0,0.0,0.10353507774504694,99.67986615906942,0.19841644181791074,0.018182321367620054,0.0,0.0,7.361597458282995,7.317416296345737,84.31116867454747,1.0098175708237904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora_sas,LoRA + SAS,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,candidates,ground_truth,609,8,H,H,1,1,1,0.875,0.875,310,3.6476715900749586,46.598877684129086,22.143553690562616,27.609897035233338,0.0,0.0,0.10941346474136815,99.66687093171493,0.20425017097713527,0.019465432566573224,0.0,0.0,9.665522368377006,15.386092564626328,73.57458383133559,1.3738012356610791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lora_sas,LoRA + SAS,/content/drive/MyDrive/project-ADI/llama31-1b-movielens-ranking-lora,candidates,model_choice,609,8,H,H,1,1,1,0.875,0.875,310,3.6476715900749586,46.598877684129086,22.143553690562616,27.609897035233338,0.0,0.0,0.10941346474136815,99.66687093171493,0.20425017097713527,0.019465432566573224,0.0,0.0,9.665522368377006,15.386092564626328,73.57458383133559,1.3738012356610791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
